docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon
loc.ark+=13960=t77s8814j,1850,1850,1850,random,1398755,,"Parker, Henry W.",Auburn;J. M. Alden;1850.,,Poems,,,,,,,m,,,,
uc2.ark+=13960=t2s46hv0j,1850,1850,1850,reviewed,1776042,423344,"Whittier, John Greenleaf,","Boston;Ticknor, Reed, and Fields;1850.",,Songs of labor,rev,pos,,1850,GrM,1807,m,us,,,y
uc2.ark+=13960=t3fx7436h,1861,1861,1849,reviewed,6678434,3149781,"Tennyson, Alfred Tennyson,",Boston;Ticknor and Fields;1861.,,In memoriam,rev,pos,pop,1855,ER,1809,m,uk,,,y
nyp.33433074846860,1850,1850,1849,reviewed,8663255,8390365,"Browning, Robert,","Boston;Ticknor, Reed and Fields;1850.",v.1,Poems,rev,pos,,1849,GrM,1812,m,uk,,,y
nyp.33433074846878,1850,1850,1849,reviewed,8663255,8390365,"Browning, Robert,","Boston;Ticknor, Reed and Fields;1850.",v.2,Poems,rev,pos,,1849,GrM,1812,m,uk,,,y
uc2.ark+=13960=t0wp9zm0t,1856,1856,1848,reviewed,7685248,3970640,"Aird, Thomas,",Edinburgh;W. Blackwood;1856.,,The poetical works of Thomas Aird,pub,,,1851,BM,1802,m,uk,,,
nyp.33433084126113,1848,1848,1848,random,8662400,,"Dow, Jesse Erskine,",Washington;W. Adam;1848.,,The American seasons,,,,,,1809,m,us,,,
ellisbell1848,1848,1848,1848,addcanon,,,"Brontë, Emily",,,"Poems of Acton, Currer, and Ellis Bell",,,,,,1818,f,uk,,,y
uc2.ark+=13960=t9959jh8d,1847,1847,1847,reviewed,1427031,2971128,"Taylor, Henry,",London;E. Moxon;1847.,,"The eve of the conquest, and other poems",rev,pos,,1849,ER,1800,m,uk,,,
uc1.b166335,1847,1847,1847,reviewed,1546960,1355340,"Landor, Walter Savage,",London;Edward Moxon ...;1847.,,The Hellenics of Walter Savage Landor,rev,pos,,1850,ER,1775,m,uk,,,
inu.30000108907506,1847,1847,1847,random,10561464,,"Tappan, William B.","Boston;Published by Benjamin B. Mussey;London;Chapman, brothers;1847.",,Sacred and miscellaneous poems,,,,,,1794,m,us,,,
nyp.33433074907142,1849,1849,1847,reviewed,8662846,12715851,"Howitt, Mary Botham,",New York;G. P. Putnam;1849.,,Ballads and other poems,rev,,,1851,WR,1799,f,uk,,,
uc1.b3576529,1847,1847,1847,reviewed,6677821,21025322,"Street, Alfred Billings,",New York;Clark & Austin;1847.,,The Poems of Alfred B. Street,rev,pos,,1847,WR,1811,m,us,,,
nyp.33433074843933,1855,1855,1846,random,8664835,,"Croly, George,",London;H. Colburn;1855.,,The modern Orlando: a poem,,,,,,1780,m,uk,,,
nyp.33433076026321,1847,1847,1846,random,8690754,,"White, Albert.",Springfield [Mass.;Printed by H.S. Taylor;1847.,,"Sacred poems, poems of love & romance, humorous and narrative poems",,,,,,,m,us,,,
nyp.33433075971196,1849,1849,1846,random,8656279,,"Osgood, Frances Sargent Locke,","New York;Riker, Thorne;1849.",,Poems,,,,,,1811,f,us,,,
loc.ark+=13960=t4hm64973,1846,1846,1846,random,11207842,,"Plumer, Wm.",Bost.;1846.,,Lyrica sacra,,,,,,,m,us,,,
uc2.ark+=13960=t9g44q082,1846,1846,1846,reviewed,7690355,13316902,"Mackay, Charles,",London;Orr;1846.,,Voices from the crowd;,rev, ,,1842,WR,1814,m,uk,,,
hvd.32044018706432,1845,1845,1845,reviewed,9732610,21959282,"Southey, Caroline Bowles,",New York;Wiley and Putnam;1845.,,The birth-day,rev,pos,,1840,QR,1786,f,uk,,,
uc2.ark+=13960=t5p84dd5d,1845,1845,1845,reviewed,1423580,5469195,"Norton, Caroline Sheridan,",London;Chapman and Hall;1845.,,The Child of the Islands,rev,pos,,1845,ER,1808,f,uk,,,
njp.32101066458066,1847,1847,1845,random,8928075,,"Cooper, Thomas,",London;J. Watson;1847.,,The purgatory of suicides,,,,,,1805,m,uk,,,
njp.32101067706885,1845,1845,1845,random,8964865,,"Bingham, Frances Lydia.",London;Simpkin;1845.,,"Hubert; or, The orphans of St. Madelaine",,,,,,1825,f,uk,,,
njp.32101068142908,1846,1846,1845,random,8967500,,"Lewis, Alonzo,",Boston;B.B. Mussey & Co.;1846.,,"Love, forest flowers, and sea shells",,,,,,1794,m,us,,,
loc.ark+=13960=t6pz5q631,1845,1845,1845,random,9560322,,"De Windt, Caroline Amelia Smith.",New York;1845.,,Melzinga,,,,,,,f,us,,,
uc2.ark+=13960=t8tb13h9k,1845,1845,1845,random,7689881,,"Leckie, Horner, Mrs",Edinburgh;1845?,,[Mrs. Leckie's poems,,,,,,1779,f,uk,,,
nyp.33433075777346,1845,1845,1845,random,7684339,,"Oehlenschläger, Adam Gottlob,","London;W. Pickering [etc., etc.;1845.",,The gods of the North,,,,,,1784,m,us,,"translations, birth date is translator's",
mdp.39015063931565,1845,1845,1845,reviewed,449622,1387623,"Hirst, Henry Beck,",Boston;Phillips & Sampson;1845.,,The coming of the mammoth,rev,,,1845,GrM,1813,m,us,,, 
njp.32101068138765,1845,1845,1844,reviewed,,,"Browning, Elizabeth Barrett,",New-York;Henry G. Langley;1845.,,A drama of exile,rev,,,1857,WR,1806,f,uk,,,y
uva.x030800890,1871,1871,1843,reviewed,9793454,8407963,"Moir, D. M.",Edinburgh;W. Blackwood and sons;1871.,,Domestic verses,pub,,,1843,BM,1798,m,uk,,,
nyp.33433076031099,1843,1843,1843,random,8655929,,"Davidson, Margaret Miller,",Philadelphia;Lea & Blanchard;1843.,,Selections from the writings of Mrs. Margaret M. Davidson,,,,,,1787,f,us,,,
loc.ark+=13960=t8w95sb6z,1843,1843,1843,reviewed,8655780,6505215,"Tyler, Robert,",New-York;Harper & brothers;1843.,,Death,rev,neg,,1843,GrM,1816,m,us,,,
loc.ark+=13960=t0sq9fz3z,1843,1843,1843,reviewed,9579656,,"Percival, James Gates,",New Haven;S. Babcock;1843.,,Dream of a day,rev,,,1844,GrM,1795,m,us,,,
loc.ark+=13960=t24b3p10w,1842,1842,1842,random,8921581,,"Smith, Benjamin",Pittsburgh;1842.,,"Poems, moral and religious",,,,,,,m,us,,,
hvd.hx5ei3,1842,1842,1842,random,9734499,,"Foster, Nathan Lanesford,",Philadelphia.;G. W. Gorton;1842.,,The last of his family;,,,,,,1787,m,us,,,
nyp.33433076035355,1843,1843,1842,random,8655753,,"Scott, Julia H. Kinney,",Boston;Tompkins & Mussey;1843.,,Poems,,,,,,1809,f,us,,,
hvd.hxdamf,1842,1842,1842,random,6130522,,"Pierce, Augustus",Boston;1842.,,The rebelliad;,,,,,,1802,m,us,,,
loc.ark+=13960=t1qf9763h,1842,1842,1842,reviewed,9577674,,"Longfellow, Henry Wadsworth,",Cambridge;J. Owen;1842.,,Ballads and other poems,rev,pos,,1842,GrM,1807,m,us,,,
nyp.33433076030273,1842,1842,1842,reviewed,122896,,"Colton, George H.",New-York;Wiley and Putnam;1842.,,Tecumseh;,rev,pos,,1842,GrM,1818,m,us,,, 
nyp.33433074955141,1846,1846,1842,reviewed,8663571,8605124,"Tennyson, Alfred Tennyson,",Boston;W.D. Ticknor;1842.,v.2,Poems in two volumes,rev,pos,,1842,GrM,1809,m,uk,,,y
hvd.32044058247099,1842,1842,1842,reviewed,1024660,3773524,"Tennyson, Alfred Tennyson,",Boston;W.D. Ticknor;1842.,v.1,Poems in two volumes,rev,pos,,1842,GrM,1809,m,uk,,,y
uc2.ark+=13960=t2z31pm6p,1841,1841,1841,reviewed,7672830,7822524,"Sigourney, L. H.",London;R. Tyas;1841.,,"Pocahontas, and other poems",rev,,,1842,GrM,1791,f,us,,,
hvd.hwh1bt,1841,1841,1841,random,9730588,,"Fitchett, John,",London;W. Pickering;1841-42.,v.2,King Alfred,,,,,,1776,m,uk,,,
loc.ark+=13960=t5q81t975,1841,1841,1841,reviewed,8656025,6267575,"Earle, Pliny",Philadelphia;H. Perkins;1841.,,Marathon,rev,pos,,1841,GrM,1809,m,us,,,
mdp.39015023542395,1840,1840,1840,reviewed,282125,4459021,"Baillie, Joanna,",London;E. Moxon;1840.,,Fugitive verses,rev,pos,,1841,QR,1762,f,uk,,,y
hvd.hxdflv,1840,1840,1840,random,9592446,,"Brown, J. Newton","Concord, N.H.;I. S. Boyd;1840.",,Emily,,,,,,1803,m,us,,,
uc2.ark+=13960=t17m08m38,1840,1840,1840,random,7688562,,"Hanmer, John Hanmer,",London;Edward Moxon;1840.,,Sonnets,,,,,,1809,m,uk,,,
uc2.ark+=13960=t1bk19943,1840,1840,1840,random,6509556,,"Landreth, Peter.","London;Simpkin, Marshall;1840.",,The poet: The infidel,,,,,,,m,uk,,,
loc.ark+=13960=t5cc1sf60,1840,1840,1840,random,9569466,,"Page, Theophilus. [from old catalog]",New York;Printed for the author;1840.,,Heavenly musing;,,,,,,,m,us,,,
hvd.hwkq93,1840,1840,1840,reviewed,9731919,2742917,"Norton, Caroline Sheridan,",London;H. Colburn;1840.,,The dream,rev,pos,,1841,GrM,1808,f,uk,,,
nyp.33433076030042,1840,1840,1840,reviewed,8655701,6244684,"Cone, Spencer Wallace,",New York;Wiley & Putnam [etc.;1840.,,The proud ladye,rev,,,1840,GrM,1819,m,us,,,
nyp.33433074874185,1839,1839,1839,reviewed,5261319,5961275,"Sterling, John,",London;Edward Moxon;1839.,,Poems,rev,pos,,1840,QR,1806,m,uk,,,
njp.32101074868017,1839,1839,1839,random,9024807,,"Pratt, Parley P.",New York;Printed by W. Molineux;1840 [c1839,,The millennium and other poems,,,,,,1807,m,us,,,
hvd.hwjueh,1841,1841,1839,random,9730581,,"Emmons, Richard,",Boston;1841.,,The battle of Bunker Hill,,,,,,1788,m,us,,,
uc1.b182952,1840,1840,1838,reviewed,6652066,4308782,"Morris, Charles,",London;R. Bentley;1840.,v.1,Lyra urbanica;,rev,,,1841,BM,1745,m,uk,,,
uc2.ark+=13960=t8v984f2b,1837,1837,1837,reviewed,7692953,13427225,"Stuart-Wortley, Emmeline,",London;Saunders;1837.,,Fragments and fancies,rev,neg,,1840,QR,1806,f,uk,,,
uc2.ark+=13960=t20c4zd4j,1837,1837,1837,random,7690431,,"Manning, George Theodore.",London;1837.,,Rural rhymes,,,,,,,m,uk,,,
uc1.b166346,1837,1837,1837,random,6641750,,"Llwyd, Richard,",London;Whittaker;H. Hughes;and E. Parry;1837,,"The poetical works of Richard Llwyd, the Bard of Snowdon",,,,,,1752,m,uk,,,
njp.32101067631919,1837,1837,1837,random,7687238,,"Dearden, William,","London;Longman, Rees, Orme, Brown, Green, & Longman; [etc., etc.;MDCCCXXXVII [1837",,The star-seeker,,,,,,,m,uk,,,
hvd.hnnzqj,1835,1835,1835,reviewed,8585960,9345963,"Alford, Henry,","Cambridge;Printed at the Pitt press, by John Smith for Longman and J. & J. J. Deighton;1835.",v.2,The school of the heart,rev,,,1835,ER,1810,m,uk,,,
njp.32101066693696,1835,1835,1835,random,9247335,,,"Boston;Russell, Odiorne, and Metcalf;1835.",,"A Glance at the nations, with other poems",,,,,,,,us,,,
loc.ark+=13960=t7xk8wp35,1835,1835,1835,random,9578953,,"Patterson, Stephen,","Burlington, N.J.;J. L. Powell;1835.",,The contrast,,,,,,1812,m,us,,,
njp.32101040128652,1837,1837,1835,reviewed,8889609,4879111,"Moxon, Edward,",London;Bradbury and Evans;1837.,,Sonnets,rev,,,1837,QR,1801,m,uk,,,
nyp.33433074914437,1835,1835,1835,reviewed,8663652,7406237,"Wordsworth, William,",Boston;James Munroe and co.;1835.,,Yarrow revisited,rev,pos,,1835,QR,1770,m,uk,,,y
hvd.hnmy3p,1835,1835,1835,random,9730422,,"Copleston, John Gay.",London;J. G. and F. Rivington;1835.,,Lynmouth;,,,,,,,m,uk,,,
uc2.ark+=13960=t5h99f43z,1834-1835,1834,1834,reviewed,7687650,2705778,"Elliott, Ebenezer,",London;B. Steill;1834-35.,v.003,[Elliott's poems],rev,pos,,1834,ER,1781,m,uk,,,
uc2.ark+=13960=t2k64cd80,1834-1835,1834,1834,reviewed,7687650,2705778,"Elliott, Ebenezer,",London;B. Steill;1834-35.,v.002,[Elliott's poems],rev,pos,,1834,ER,1781,m,uk,,,
njp.32101064671389,1834,1834,1834,random,9408928,,"Trenhaile, J.","London;Longman, Rees, Orme, Brown, Green, & Longman;Devonport;W. Byers;1834.",,Recreations in rhyme,,,,,,1792,m,uk,,,
hvd.hnpeas,1833,1833,1833,random,9720255,,"Markham, Alexander.",Belfast;Hodgson; [etc.;1833.,,The avenged bride;,,,,,,1796,m,ir,,,
nyp.33433076030117,1833,1833,1833,random,284595,,"Clark, Willis Gaylord,",Philadelphia;Key & Biddle;1833.,,The spirit of life;,,,,,,1808,m,us,,,
nyp.33433074899802,1833,1833,1833,random,8588066,,"Kenyon, John,",London;Edward Moxon;1833.,,Rhymed plea for tolerance,,,,,,1784,m,uk,,,
hvd.32044058223066,1833,1833,1833,reviewed,1418159,568932,"Coleridge, Hartley,",Leeds;F.E. Bingley;1833.,v.1,Poems,rev,,,1833,QR,1796,m,uk,,,
uc2.ark+=13960=t17m05k61,1834-1835,1834,1833,reviewed,7687650,2705778,"Elliott, Ebenezer,",London;B. Steill;1834-35.,v.001,[Elliott's poems],rev,pos,,1834,ER,1781,m,uk,,,
uc1.b182470,1834,1834,1833,random,6651775,,"Graham, John,",London;T. and W. Boone;1834.,,A vision of fair spirits,,,,,,1813,m,uk,,,
njp.32101066709666,1833,1833,1833,random,9405469,,"Apperley, Charles Owen.","London;Smith, Elder;1833.",,"Europe, a political sketch;",,,,,,,m,uk,,,
hvd.32044077933034,1841,1834,1833,reviewed,9728538,6830625,"Lyte, Henry Francis,",London;J. Nisbet and J. Burns;1841.,,Poems,rev,pos,,1834,ER,1793,m,uk,,,
uc2.ark+=13960=t0rr1v740,1833,1833,1833,reviewed,7691224,13357703,"Overton, Charles.",London;Rivington;1833.,,Ecclesia anglicana;,rev,,,1833,ER,1805,m,uk,,,
loc.ark+=13960=t78s5hf3h,1833,1833,1833,random,9577014,,"Bulmer, Agnes (Collinson),",New York;B. Waugh and T. Mason;1833.,,Messiah's kingdom,,,,,,1775,f,uk,,,
uc1.b4104953,1837,1837,1832,reviewed,6156109,11685732,"Bryant, William Cullen,",New York;Harper & Brothers;1839.,,Poems,rev,pos,,1842,GrM,1794,m,us,,,y
uc2.ark+=13960=t7jq10136,1831,1831,1831,reviewed,6635813,5971608,"Jones, John,",London;J. Murray;1831.,,Attempts in verse,rev,,,1831,ER,1774,m,uk,,,
uc1.b119795,1831,1831,1831,reviewed,1693844,3573833,"Landor, Walter Savage,",London;E. Moxon;1831.,,"Gebir, Count Julian, and other poems",rev,,,1837,QR,1775,m,uk,,,
mdp.39015039355337,1831,1831,1831,reviewed,240850,7914699,"Lytton, Edward Bulwer Lytton,",London;H. Colburn and R. Bentley;1831.,,The Siamese twins,rev,neg,,1831,ER,1803,m,uk,,,
nyp.33433074907209,1831,1831,1831,random,448339,,"Hawley, W. F.","Montreal;J.A. Hoisington, & co.;1831.",,The unknown;,,,,,,1804,m,ca,,,
nyp.33433076034895,1831,1831,1831,random,8656477,,"Hill, George,",Washington;Thompson and Homans;1831.,,The ruins of Athens,,,,,,1796,m,us,,,
njp.32101068972833,1831,1831,1831,random,8975916,,"Law, James Sylvius.",Dublin;R. Grace;1831.,,"The wrongs of Ireland historically reviewed, from the invasion to the present time",,,,,,,m,ir,,,
njp.32101026750396,1833,1833,1830,reviewed,8887364,13343805,"Northampton, Margaret Clephane Compton,","London;Printed by Mills, Jowett, and Mills;1833.",,Irene,rev,,,1840,QR,1795,f,uk,,,
uc1.b165945,1830,1830,1830,reviewed,6641479,10346764,"Montgomery, Robert,",London;Printed for Samuel Maunder;1830.,,"Satan, a poem",rev,neg,pop,1830,ER,1807,m,uk,,,
hvd.hwkq92,1830,1830,1830,reviewed,2104564,1955677,"Norton, Caroline Sheridan,",London;H. Colburn and R. Bentley;1830.,,"The undying one, and other poems",rev,neg,,1831,ER,1808,f,uk,,,
uc1.b3311873,1830,1830,1830,random,286656,,"Croly, George,",London;H. Colburn & R. Bentley;1830.,v. 2,The poetical works of the Rev. George Croly,,,,,,1780,m,ir,,,
uc2.ark+=13960=t6057k293,1830,1830,1830,random,7692514,,,York;Bellerby;1830.,,Sketches of bandit life;,,,,,,,,uk,,,
uc1.b274870,1829,1829,1829,reviewed,6518294,1536094,"Davidson, Lucretia Maria,",New York;G. & C. & H. Carvill;1829.,,"Amir Khan, and other poems",rev,pos,,1829,QR,1808,f,us,,,
nyp.33433074906813,1830,1830,1829,random,8663319,,"Heber, Reginald,",Hingham [Mass.;C. and E.B. Gill;1830.,,Poems,,,,,,1783,m,uk,,,
njp.32101063883340,1829,1829,1829,reviewed,2104563,2418783,"Norton, Caroline Sheridan,",London;J. Ebers and co.;1829.,,The sorrows of Rosalie,rev,pos,,1841,GrM,1808,f,uk,,, 
hvd.hwpnml,1828-1830,1828,1828,reviewed,9718232,38018936,"Atherstone, Edwin,",London;Baldwin and Gradock;1828-30.,1,The fall of Nineveh;,rev,,,1828,ER,1788,m,uk,,,
hvd.hwpnme,1828-1830,1828,1828,reviewed,9718232,38018936,"Atherstone, Edwin,",London;Baldwin and Gradock;1828-30.,2,The fall of Nineveh;,rev,,,1828,ER,1788,m,uk,,,
nnc1.1002356465,1828,1828,1828,random,7693486,,"Vedder, David,",Edinburgh;Blackwood;1828.,,"The Covenanters' communion, and other poems",,,,,,1790,m,uk,,,
mdp.39015022679362,1828,1828,1828,reviewed,260414,4660101,"Hemans,",Edinburgh;Blackwood;1828.,,Records of woman,rev,pos,,1829,ER,1793,f,uk,,,y
mdp.39015070462083,1828,1828,1828,random,115014,,"Bird, James,",London;Printed for Baldwin and Cradock.;1828.,,Dunwich;,,,,,,1788,m,uk,,,
uc2.ark+=13960=t1sf2qq5z,1828,1828,1828,reviewed,7694559,9177548,"Montgomery, Robert,",London;S. Maunder;1828.,,The omnipresence of the Deity,rev,neg,pop,1830,ER,1807,m,uk,,,
uc2.ark+=13960=t1hh6hw20,1828,1828,1828,reviewed,7692431,6039369,"Sharp, Richard,",London;John Murray;1828.,,Epistles in verse,rev,pos,,1828,QR,1759,m,uk,,,
loc.ark+=13960=t0pr8c51w,1828,1828,1828,random,8655932,,"Jones, Elizabeth C.","Providence;Smith & Parmenter, Printers;1828.",,Fugitive poems,,,,,,,f,us,,,
uc2.ark+=13960=t7dr2r59g,1828,1828,1828,random,9261237,,"Watts, Susanna,","London;Hurst, Chance, & Co.;Leicester;A. Cockshaw;1828.",,The insects in council,,,,,,1766,f,uk,,,
njp.32101064787359,1828,1828,1828,reviewed,7685558,12966956,"Barton, Bernard,",London;John Hatchard and Son;1828.,,A New Year's Eve and Other Poems,rev,,,1845,WR,1784,m,uk,,,
mdp.39015063942752,1827,1827,1827,random,590105,,"Kennedy, William,",Edinburgh;Published by Oliver & Boyd;1827.,,Fitful fancies,,,,,,1799,m,uk,,,
uc2.ark+=13960=t24b32t74,1827,1827,1827,reviewed,1018112,7405151,"Hood, Thomas,","London;Longman, Rees, Orme, Brown and Green;1827.",,The plea of the midsummer fairies,rev,pos,,1846,GrM,1799,m,uk,,, 
uc2.ark+=13960=t52f7kv9h,1833,1833,1825,reviewed,7653914,16618270,"Brooks, Maria Gowen,",London;Kennett;1833.,,"Zóphiël; or, The bride of seven",rev,pos,,1840,QR,1794,f,us,,,
uc1.b173242,1825,1825,1825,reviewed,2801035,2564380,"Hemans,",London;J. Murray;1825.,,The forest sanctuary,rev,pos,,1829,ER,1793,f,uk,,,y
uc2.ark+=13960=t1hh6hq8n,1829,1829,1825,random,7688937,,"Hervey, Thomas Kibble,",London;Bull;1829.,,The poetical sketch-book,,,,,,1799,m,uk,,,
nyp.33433076033103,1834,1834,1825,random,8655654,,"Brooks, Maria Gowen,","Boston;Hilliard, Gray, and Co.;1834.",,Zóphiël;,,,,,,1794,f,us,,,
loc.ark+=13960=t52f8bw22,1827,1827,1825,reviewed,782632,5276369,"Southey, Robert,",Boston;S. G. Goodrich;1827.,,A tale of Paraguay,rev,,,1825,QR,1774,m,uk,,,
uc2.ark+=13960=t09w0f810,1825,1825,1825,random,7687139,,"Cursham, Mary Anne.",London;Longman;1825.,,Martin Luther,,,,,,,f,uk,,,
nyp.33433075805881,1875,1875,1824,random,6561241,,"Doane, George Washington,",Albany;J. Munsell;1875.,,Songs by the way;,,,,,,1799,m,us,,,
uc2.ark+=13960=t0ks6pb4z,1851,1851,1824,random,7686724,,"Deacon, William Frederick,","Boston;Ticknor, Reed, and Fields;1851.",,Warreniana,,,,,,1799,m,uk,,,
uc1.b158363,1824,1824,1824,reviewed,6636117,3863214,"Campbell, Thomas,","London;Published for Longman, Hurst, Rees, Orme, Brown, and Green by S. and R. Bentley;1824.",,Theodric,rev,pos,elite,1825,ER,1777,m,uk,,,
uc2.ark+=13960=t55d8t71f,1824,1824,1824,reviewed,7686929,13305239,"Conder, Josiah,",London;Taylor;1824.,,Star in the East;,rev,,,1825,QR,1789,m,uk,,,
hvd.32044020453569,1824,1824,1824,random,9726020,,"Pickering, Henry,",Salem;Cushing and Appleton;1824;(John D. Cushing),,Athens,,,,,,1781,m,us,,,
hvd.hn8n81,1824,1824,1823,random,9725932,,"Percival, James Gates,",London;J. Miller;1824.,,Poems,,,,,,1795,m,us,,,
uc2.ark+=13960=t6c24sg58,1823,1823,1823,reviewed,7668116,4725282,"Moore, Thomas,","London;Longman, Hurst, Rees, Orme, and Brown;1823.",,The loves of the angels,rev,pos,,1823,ER,1779,m,uk,,,
mdp.39015025920235,1830,1830,1823,reviewed,209063,3688601,"Rogers, Samuel,",London;T. Cadell;1830.,,"Italy, a poem",rev,pos,,1828,QR,1763,m,uk,,,
uc2.ark+=13960=t7zk5876h,1823,1823,1823,random,1693790,,"Bancroft, George,",Cambridge [Mass.;The University press;1823.,,Poems,,,,,,1800,m,us,,,
uc2.ark+=13960=t05x2b429,1821,1821,1821,random,7688176,,"Garrington, Eliza.",London;F. Westley;1821.,,Spiritual recreations in the chamber of affliction,,,,,,,f,uk,,,
uc1.b167489,1820,1820,1820,reviewed,2439886,12979284,"Barton, Bernard,",London;Printed for Harvey and Darton;1820.,,Poems,rev,,pop,1820,ER,1784,m,uk,,,
uc2.ark+=13960=t9f47jv43,1820,1820,1820,reviewed,7655887,1561947,"Clare, John,",London;Printed for Taylor and Hessey [etc.;1820.,,Poems descriptive of rural life and scenery,rev,pos,,1820,QR,1793,m,uk,,,y
nnc1.0043351883,1820,1820,1820,reviewed,8400096,79367578,"Cornwall, Barry,",London;C. and J. Ollier;1820.,,A Sicilian story,rev,,,1820,ER,1787,m,uk,,,
nyp.33433076014723,1834,1834,1820,random,325959,,"Sands, Robert Charles,",New York;Harper & brothers;1834.,"v. 1, Copy 2",The writings of Robert C. Sands,,,,,,1799,m,us,,,
njp.32101065604579,1820,1820,1820,random,9245515,,"Woodcock, Henry,",London;Printed by Thomas Davison;1820.,,Laura,,,,,,,f,uk,,,
hvd.hxgf8x,1820,1820,1820,random,9709550,,"Watson, James,",Manchester;1820.,,The spirit of the doctor,,,,,,1775,m,uk,,,
uc2.ark+=13960=t8gf0rg1p,1820,1820,1820,random,7688436,,"Grimstone, Mary Leman.",London;Whittaker;1820.,,"Zayda, a Spanish tale, in three cantos, and other poems, stanzas, and canzonets",,,,,,,f,uk,,,
uc1.l0071844237,1840,1820,1820,reviewed,10883054,12632194,"Hemans,",Edinburgh;William Blackwood & Sons ; London : Thomas Cadell;1840.,,The sceptic ;,rev,pos,,1820,QR,1793,f,uk,,,y
wu.89089198006,1820,1820,1820,reviewed,9183028,54141878,"Keats, John,","London;Printed for Taylor and Hessey, Fleet-street.;1820;([New York;Payson & Clarke;1927])",,"Lamia, Isabella, the eve of Saint Agnes, and other poems",rev,neg,,1820,ER,1795,m,uk,,,y
uc2.ark+=13960=t16m3685r,1820,1820,1820,random,7690666,,"Milman, Henry Hart,",London;J. Murray;1820.,,The fall of Jerusalem,,,,,,1791,m,uk,,,
uc2.ark+=13960=t3pv6fg49,1820,1820,1820,random,7689603,,"Johnstone, John,",Dumfries;1820.,,Poems on various subjects;,,,,,,1761,m,us,,,
hvd.hwnzqz,1821,1821,1819,reviewed,9718286,1331542,"Byron, George Gordon Byron,",Philadelphia;M. Carey and sons;1821.,,The prophecy of Dante,rev,,,1821,ER,1788,m,uk,,,y
uc2.ark+=13960=t57d2tm7m,1819,1819,1819,reviewed,6645927,4523260,"Hemans,",London;J. Murray;1819.,,Tales and historic scenes in verse,rev,,,1820,QR,1793,f,uk,,,y
uc1.b166368,1819,1819,1819,reviewed,6641771,13404068,"Leigh, Chandos,",Warwick;Sharpe;1819.,,The view,rev,pos,,1821,ER,1791,m,uk,,,
nnc1.1002223996,1819,1819,1819,random,8404969,,"Scott, Moses Y.","New York;Pub. by Elam Bliss, J. Seymour, Printer;1819.",,The deaf and dumb;,,,,,,,m,us,,,
uc2.ark+=13960=t39z93k29,1819,1819,1819,random,7693934,,"Woodley, George,",London;Longman;1819.,,Cornubia,,,,,,1786,m,uk,,,
uc2.ark+=13960=t00z73601,1816,1816,1816,reviewed,6645920,8523986,"Hemans,",Oxford;Printed by W. Baxter;1816.,,The restoration of the works of art to Italy,rev,,,1820,QR,1793,f,uk,,,y
uc2.ark+=13960=t8cf9nt5b,1816,1816,1816,random,7690894,,"Montgomery, James,","London;Printed for Longman, Hurst, Rees, Orme, and Brown;1816.",,"Verses to the memory of the late Richard Reynolds, of Bristol",,,,,,1771,m,uk,,,
hvd.32044010164861,1828,1828,1814,random,9720539,,"Nicholson, William,",Edinburgh;Oliver & Boyd;1828,,[Tales in verse,,,,,,1783,m,uk,,,
uc2.ark+=13960=t4pk0b904,1818,1818,1818,random,,,"Briggs, John,",Ulverston;1818.,,,,,,,,,m,uk,,,
nyp.33433074800222,1858,1858,1858,random,8657023,,"Willie,","Philadelphia;W.S. Young, printer;1858.",,College poems,,,,,,,m,us,,,
nyp.33433076035140,1870,1870,1845,reviewed,,,"Poe, Edgar Allan,",New York;G. Routledge & Sons Ltd.;187-?,,Poetical Works of Edgar Allen Poe,rev,,,1859,ATL,1809,m,us,,,y
